id,price_prediction
23285,28249999.90145649
23286,10149135.469640248
23287,6143381.364125832
23288,8919427.219811654
23289,5235303.218640779
23290,6745828.979119821
23291,7136883.452036684
23292,9844389.413114654
23293,6777758.755029262
23294,4132116.0704053137
23295,5752673.224889937
23296,6513904.90981112
23297,6166748.136381817
23298,6933173.180464692
23299,7834083.978099284
23300,7403224.705844746
23301,8724651.73876027
23302,3627056.567580306
23303,4789845.278960621
23304,12908917.0639533
23305,5362107.8172272835
23306,5123741.872528434
23307,6835237.48175433
23308,16074755.407781838
23309,6091683.995344001
23310,6504584.246451455
23311,5643770.074228164
23312,7322388.411718563
23313,5835581.890216353
23314,6102001.297990912
23315,6851261.212953895
23316,7334260.806833039
23317,8552133.546526395
23318,8754139.05012097
23319,8964054.844275098
23320,10261419.85776003
23321,9365002.88447463
23322,10495633.869045056
23323,10667372.40995604
23324,11315306.806282658
23325,13375111.67356308
23326,16365099.069176393
23327,17209832.46300223
23328,18452491.79257447
23329,13184906.665809575
23330,6032856.531160414
23331,8877010.93652508
23332,11639185.569811821
23333,3487670.2258341424
23334,4088256.429256877
23335,3934721.617624342
23336,4718616.549736332
23337,4643436.3242331715
23338,4838655.971473516
23339,3810656.88558579
23340,3776830.1670100787
23341,4955382.650598964
23342,4062737.199618909
23343,4114515.594288563
23344,6305957.961187681
23345,4338005.964708255
23346,4455240.401842158
23347,4447031.464832804
23348,4682935.865737584
23349,4791330.970666059
23350,5022899.465682776
23351,5454903.648508771
23352,5333706.452492567
23353,5132112.910736214
23354,6030739.984652836
23355,5331759.04797096
23356,5920174.252354608
23357,126734034.34538276
23358,5994974.1122609805
23359,4612692.901449388
23360,5558841.740156579
23361,6159037.750281949
23362,5064597.245717185
23363,5574557.545405104
23364,5663373.494758723
23365,5516021.901278326
23366,5758754.264335828
23367,5658786.005002227
23368,6296227.927690102
23369,5519456.502613994
23370,5880503.604422066
23371,5841182.580707957
23372,6378321.929121607
23373,5976685.5366456155
23374,6701859.846218776
23375,16762104.875373533
23376,6090842.589864402
23377,5803773.00894995
23378,5996997.48417543
23379,6764716.471954236
23380,5755998.195540927
23381,6162744.861955978
23382,5982477.936310404
23383,6090865.041382903
23384,12961867.375497205
23385,6237659.812035395
23386,6472212.988205966
23387,5393295.908438477
23388,7761190.911456385
23389,6589832.599405204
23390,7547150.755922153
23391,6575641.423734143
23392,7062741.866245342
23393,7910037.825565289
23394,6980210.222557053
23395,6038661.935826929
23396,6637251.917529232
23397,7303012.951979933
23398,6933774.520795683
23399,6717520.013169415
23400,6824906.427511807
23401,6783006.686242953
23402,6824627.003263836
23403,6224327.592119156
23404,7443231.964017127
23405,6067453.065773266
23406,7448006.834775969
23407,7531457.823943769
23408,7390557.04060434
23409,7534420.297801107
23410,7279421.017315626
23411,8682353.41273544
23412,8873252.315761244
23413,7449530.295485809
23414,8272627.941305394
23415,7877060.4720746325
23416,33395606.00556161
23417,8383957.07582478
23418,8043402.457278636
23419,8527152.714923479
23420,9936290.81643525
23421,8108723.681671245
23422,7489524.084511945
23423,7952749.617496837
23424,8121501.803625076
23425,7281684.081759083
23426,8106556.884263903
23427,10713228.684111502
23428,8060349.843590088
23429,9984881.773819396
23430,7911531.451454043
23431,11604206.48628302
23432,8865760.697595969
23433,8818310.0766572
23434,9026851.522176502
23435,11240612.688162228
23436,9138143.65077939
23437,8732178.332635894
23438,10210700.332788184
23439,9031471.786956334
23440,9086486.467613032
23441,11527651.855245844
23442,7884903.52724498
23443,8534729.996221071
23444,9295122.477199122
23445,8981348.335573796
23446,8381941.04150325
23447,8748165.052992208
23448,10195632.955418278
23449,10166312.954697542
23450,9162260.931630354
23451,12712745.107843356
23452,12252703.353748666
23453,12565597.449673038
23454,10346334.826273438
23455,11217737.32124815
23456,11005792.042008623
23457,10719136.51310251
23458,10339168.18241348
23459,9350324.968036138
23460,9746628.677129608
23461,10505194.092672274
23462,10623161.400642145
23463,9580164.477122102
23464,9764399.227497607
23465,9489998.282394158
23466,10430213.976599935
23467,13010683.978224138
23468,10563642.459361684
23469,37608030.67569614
23470,29544006.185737308
23471,40704191.620457806
23472,41501441.56804771
23473,12373638.533204924
23474,15199060.725898374
23475,28437393.772352815
23476,10685129.715048881
23477,8516992.29690836
23478,21786617.786151357
23479,15636741.326105213
23480,20408916.418889165
23481,28000364.155040223
23482,15007862.81421087
23483,27739278.117004316
23484,86598668.10823204
23485,12635487.53058198
23486,24074021.786111344
23487,24436893.89143097
23488,40851814.190099105
23489,10370569.181035904
23490,12932856.059650522
23491,40434010.89512246
23492,40911172.433955014
23493,40911172.433955014
23494,27836102.01914596
23495,71085074.63825493
23496,34474389.909991905
23497,10636731.550674794
23498,38886990.24202037
23499,6833669.14109534
23500,7732074.9852030175
23501,8425090.30353874
23502,10468636.625527808
23503,11009396.743215756
23504,8595957.125764592
23505,10282420.278958805
23506,12212148.049560538
23507,11867166.72303292
23508,15009149.677681625
23509,16488847.150826577
23510,18490728.410105135
23511,14309621.763707213
23512,14796961.536412185
23513,11951640.029806735
23514,13846740.66733618
23515,18634646.921103757
23516,19974744.581058532
23517,17105998.911837365
23518,17219597.91882373
23519,29388029.47709365
23520,28988859.05114187
23521,38002985.60383676
23522,38089923.36503777
23523,29756734.33991519
23524,28325604.514051158
23525,57661686.32137129
23526,59136758.97407715
23527,94254367.18678026
23528,16883442.291072458
23529,8412465.05595384
23530,8142628.093000848
23531,13354552.87027967
23532,13809396.737634737
23533,58325623.90623153
23534,6270619.267630914
23535,6431518.116083751
23536,5607147.795003447
23537,8477596.136806455
23538,7091719.644019211
23539,9909772.618074369
23540,8866382.957693808
23541,9151272.620156528
23542,10795558.444829298
23543,9242541.355983876
23544,10128717.340429777
23545,9429244.13963973
23546,10929580.5314248
23547,11526811.843237702
23548,11946947.51024538
23549,12740507.595858477
23550,12622735.380723266
23551,12593461.65052605
23552,10870041.49025829
23553,12643109.086824873
23554,11353859.747034753
23555,12230799.78370619
23556,10999826.391963193
