id,price_prediction
23285,27622272.2606843
23286,9669270.439767977
23287,6248020.118299137
23288,8833783.683431884
23289,5283639.546140889
23290,6456216.883471272
23291,7293312.280427801
23292,9960103.294815341
23293,7268030.957462402
23294,4131506.274984006
23295,6116702.302593739
23296,7015282.557752572
23297,6127651.294624905
23298,7260697.145234893
23299,7680505.480760358
23300,7159759.23713387
23301,8918311.48052331
23302,3803348.549264398
23303,4883034.0310609015
23304,11650834.342983121
23305,5672506.665885498
23306,4982371.10116498
23307,6933519.872973732
23308,13401807.348130109
23309,6074834.640330993
23310,6689149.092979474
23311,5430282.695243609
23312,7506130.141828491
23313,5928778.308035909
23314,6270798.018120413
23315,7056676.916442806
23316,7237327.683801927
23317,8265924.4835288115
23318,8678047.494516473
23319,9446745.411316117
23320,10258750.29859878
23321,8882846.61029752
23322,10311973.369535312
23323,10947814.39455818
23324,10943630.537501846
23325,13949873.406081388
23326,16038001.649974357
23327,16751874.33730741
23328,17064420.791631415
23329,12706826.230659869
23330,5886302.120685387
23331,8740800.418036425
23332,11532466.564953545
23333,3805764.8778940635
23334,4370221.51447637
23335,3935621.9172394862
23336,4915577.98038553
23337,4934720.21772379
23338,5025475.879412797
23339,4086001.782210356
23340,3914056.301282652
23341,4935082.312285152
23342,4185302.4344109036
23343,4295003.73850675
23344,6782958.21600912
23345,4362166.483381612
23346,4391806.111307837
23347,4446044.184331699
23348,4690548.540274718
23349,4693501.89368442
23350,5386833.229013221
23351,5665802.386545687
23352,5590688.597097546
23353,5528561.269044451
23354,5804550.695923969
23355,5696291.7641409645
23356,6116379.85011615
23357,131827303.71076517
23358,6147037.591890752
23359,4760055.019555045
23360,5619867.8877580445
23361,6334158.781311552
23362,5048607.076148453
23363,5763022.725444932
23364,5771483.181305216
23365,5605257.465884682
23366,5818115.41371318
23367,5717944.940982371
23368,6482460.054040052
23369,5370790.779160633
23370,5736648.65539053
23371,5838194.8848133385
23372,6596424.097254182
23373,5869384.243794009
23374,6814296.019216415
23375,14992240.410466675
23376,6050227.960092681
23377,5880807.907587628
23378,6062145.831821879
23379,6209606.968470342
23380,5898182.479242889
23381,6299347.548485514
23382,6046777.812336127
23383,6158384.556066551
23384,12446052.829776214
23385,6253857.453556362
23386,6409391.416422106
23387,5699207.81085402
23388,7216780.83817832
23389,6593688.02783476
23390,7175746.7876674775
23391,6746084.116834236
23392,6875221.524405716
23393,7099340.211324967
23394,6949672.633351673
23395,6077409.171428091
23396,6637834.618626561
23397,7090469.1866141455
23398,6923224.797611679
23399,6758553.264750113
23400,6838834.839992551
23401,6822345.449330846
23402,7213234.47797311
23403,5955065.090402982
23404,7764094.46283514
23405,6162755.627365449
23406,7672236.055749401
23407,7834830.929830319
23408,7782488.124188974
23409,7874153.805663806
23410,7579318.421361869
23411,7850797.966279433
23412,8115113.47885754
23413,7764247.347355565
23414,8396087.787110033
23415,8166008.664663623
23416,34471282.86682892
23417,8753720.746643467
23418,8293067.02909359
23419,8617004.084631933
23420,8852157.322645476
23421,8154231.0090221
23422,7816090.330320673
23423,7988883.251663734
23424,8437632.137763608
23425,7872969.904647911
23426,8134912.2434910955
23427,11178324.12731911
23428,8410380.244515335
23429,9199687.9620075
23430,8090529.493703585
23431,10441632.000140864
23432,9326203.09941769
23433,9370122.078550972
23434,9590153.126197562
23435,10271039.03321712
23436,9303173.747784343
23437,9247882.341576094
23438,9386658.9636366
23439,8964589.492335299
23440,9452058.728793567
23441,10604624.092660153
23442,7716637.239731625
23443,8743045.799829349
23444,9175155.22734705
23445,8958417.980323046
23446,8531623.92302179
23447,9007887.549906714
23448,10536685.90721192
23449,9424714.674070634
23450,9582587.060733603
23451,11544737.531919343
23452,11261720.614421282
23453,11447428.852337644
23454,9420288.181059401
23455,10637595.188741941
23456,10180121.464085352
23457,10546095.084058888
23458,10044331.012899255
23459,9448890.681956226
23460,9984863.645512013
23461,10689231.976281976
23462,9999726.326045271
23463,9776990.151325095
23464,9900540.591355072
23465,9729563.790708084
23466,10471322.37596974
23467,12310788.297461437
23468,10626606.084688418
23469,37495776.31023676
23470,30801942.5823712
23471,40129636.49505171
23472,40129688.97795244
23473,12676522.149985308
23474,15652779.837766264
23475,27358093.719854858
23476,10513911.346029796
23477,8642066.886865584
23478,22776572.9524476
23479,16816930.341581665
23480,20154068.5247726
23481,28559672.74918027
23482,14631617.646672834
23483,28280491.067322385
23484,83977872.06532575
23485,12280297.761956671
23486,23838332.723400004
23487,24090139.257152542
23488,41240513.36056084
23489,10234767.635226544
23490,12397004.674887583
23491,39915566.23558454
23492,41097227.16982164
23493,41097227.16982164
23494,27461416.965638276
23495,68478761.27236517
23496,35109204.71182976
23497,11591497.302236833
23498,39444997.86877361
23499,6996858.460939787
23500,8151055.508005082
23501,8512255.636719288
23502,11290252.473840447
23503,12019902.628671786
23504,8796190.091265567
23505,10443025.828754019
23506,12930630.817319011
23507,13142187.187020635
23508,16234566.499024784
23509,17297919.477437895
23510,18614804.98029274
23511,14540935.415221104
23512,14690087.471927201
23513,11967382.357504098
23514,14399589.081392873
23515,19149168.38185997
23516,19553623.723755583
23517,17213647.300176457
23518,17685775.244312454
23519,28147697.928008817
23520,29311216.488814678
23521,37941389.58934605
23522,37621917.34771597
23523,30100514.548186664
23524,29289841.93595492
23525,65179804.96745084
23526,66426915.99649208
23527,83783614.2294373
23528,17432704.882283952
23529,8893644.445599321
23530,8086667.479510788
23531,13095360.825868426
23532,13073544.973598583
23533,64414504.08656178
23534,6531222.065323342
