id,price_prediction
23285,28637830.462500002
23850,29635848.1875
24470,56776463.8125
24563,20227507.5
24564,20647225.725
24565,21438841.9375
26585,66359740.751875
26586,31302826.59375
26649,19594405.75
26653,19301718.997500002
31263,66929176.19375001
31958,42750372.0
23286,10213628.34375
25865,7768493.71875
32370,12482719.987499999
23287,6138057.665624999
23360,5410277.665624999
23364,5589656.4375
23367,5601260.671875
23377,5809919.0625
23382,5921541.28125
23385,6315185.2484375
23386,6506937.465625
23387,5400764.6875
23402,6841005.328125
23408,7351764.26015625
23409,7470809.40703125
23410,7331710.1734375
23414,8092997.846875001
23417,8595455.8046875
23424,8294488.795312501
23428,8140074.33203125
23434,9172759.799999999
23437,9001624.287500001
23440,9200325.78671875
23448,10436867.94375
25543,5603656.5
25797,4478576.0390625
25819,4047185.2859374997
25821,4209989.375
25825,4610133.28125
25849,6354375.04375
25871,7408846.783593751
25872,7146024.274999999
25898,9916656.18515625
27865,4784992.14375
27866,4504026.876562499
27874,9242313.6
28063,6362372.91875
28066,7233761.3140625
28845,10029236.20078125
28846,4221193.75
29038,7140520.2171875
29104,4005024.775
29111,9223297.0921875
29543,5792107.9328125
29549,6326759.879687499
29553,7620809.7609375
29877,7155086.940625
30273,9057579.9234375
30309,6579561.484375
30582,7126438.190625
30607,7051508.175
30953,4101495.0593749997
31232,4383353.5125
31235,5955816.7890625
31568,5752822.265625
31876,4389618.046875
31878,4763551.66875
31908,7484444.4046875
31913,7534767.6515625
32824,7168426.875
33152,6171108.109375
33173,5559743.921875
33177,7006215.1375
33180,7534767.6515625
23288,8770374.571875
23442,8232916.390625
23289,5334094.78125
23290,6588389.375
23291,7095164.0078125
23323,10789991.746875
23330,5944635.659375
23335,3940022.1171875
23365,5463618.931249999
23366,5712536.25
23370,5734218.4734375
23371,5803637.896875001
23373,5886984.665625
23376,6077007.337499999
23394,6930544.8
23399,6688010.109375
23421,8225788.642968751
23439,9283565.64375
23444,9582648.4375
25513,5370443.646875001
25527,5540544.61875
25791,5353655.621874999
25801,5514461.953125
25804,6972620.890625
25815,5851347.559375
25817,3683518.0375
25837,5496758.1875
25841,5686357.050000001
25862,7072274.8484375
25863,6916528.3640625
25868,7163780.709375001
25884,8124992.165625
25886,7999544.053125001
25897,8879411.3125
25911,10243400.921875
27867,5721380.503125
27868,5913892.184375
27870,7109367.4765625
27873,8018753.765625001
28064,6957473.921875
28377,6743223.1875
28853,6758004.421875
29035,5520658.274999999
29542,7067566.5609375
29544,5818138.125
30265,6735593.90625
31238,6884761.8328125
31872,5121894.515625
31891,5770348.265625
31905,7173522.84375
32803,5544165.184375
33174,5838648.75
23292,10100842.5
23293,6791669.9375
23296,6510850.53125
23294,4318542.79140625
23362,5008688.6987499995
24450,5325566.203125
25823,4476248.7
29105,3981752.4140625
30240,4242277.1015625
30975,7826992.3125
31590,5365692.90625
31848,6839919.0
31859,7578776.643125
31873,7012987.5234375
31887,5098044.1640625
32808,5161951.96875
23295,5732341.278125
29098,4327424.75
23297,6204673.6125
29540,6745477.5
23298,6942273.0625
25794,6223045.1
28491,10815979.7953125
28851,6328834.0625
29554,7208527.6921875
32792,7731860.5
23299,7942800.765625
29037,7812577.953125
23300,7388462.7459375
23324,11388761.5625
27871,7517597.178125
23301,9038793.078125
29097,9479040.65625
31889,4599210.9375
23302,3681063.185625
23305,5271852.574999999
23310,6484005.84796875
23315,6857175.625625
23317,8472267.9865625
23321,9340624.35375
23334,4075411.5931249997
23336,4782274.3071874995
23337,4696452.8353125
23338,4857878.62125
23350,5023963.01109375
23351,5395168.2246875
23353,5162393.23359375
23355,5278798.6264062505
23356,5892191.63671875
23358,5810559.2596875
23361,6268151.5325
23363,5641419.12359375
23368,6271754.2396875
23374,6489005.437265625
23389,6457869.939453125
23401,6605757.214062501
23423,7832015.192734376
25798,4889978.039375
25799,4908001.90890625
25803,6445381.89265625
25805,7345559.429296875
25816,4303612.368749999
25818,4240178.89109375
25820,4502460.08234375
25830,5361050.647421875
25834,5816618.932578125
25835,6205811.84765625
25848,6474646.445
25867,6646700.310078125
25875,7425013.59625
25882,7855990.912109375
25902,8267840.813515626
25916,10033072.642031249
23303,4842173.25
23396,6291792.5015625
25822,4690705.3875
30259,6327370.21875
30260,6111061.03125
30576,7674575.390625
31884,5748463.481249999
33175,5140943.10625
23304,14025652.75
28201,9370761.40625
23306,5037254.27734375
28079,8030141.96046875
28202,6259387.633125
28489,6270392.6587499995
23307,7092984.215624999
23400,6832259.3390625
26696,7262065.1375
31847,6620650.96875
32786,8625225.875
23308,17413046.625
23375,17432871.346875
23309,5947955.234375
23318,8603076.40625
30948,10297048.78125
31899,6974605.0
23311,5655241.5390625
23403,6106883.4375
23312,6867860.064062499
23313,6085577.0625
25859,7529351.671875
30957,5718542.5
23314,6041990.5
23316,7589811.9375
23319,9045800.46875
23320,10365188.625
23322,10411728.0
23325,13575233.546875
27629,13466970.34375
30894,14659386.328125
23326,16768136.78125
25811,15759016.7375
28060,18588369.453125
32791,18993336.640625
23327,16855910.5
23328,17870353.78125
30031,12064789.0
30563,11604748.28125
32837,20828270.546875
23329,13071799.549999999
23331,9151825.41875
30566,7374021.34375
23332,10909685.25
23333,3620854.6851562504
25828,4229359.72359375
30952,3285317.5025000004
31875,3239569.8428125004
31897,6434976.948125
23339,3852371.3953125
23340,3808103.83890625
23342,4147892.2959375004
23343,4147474.27109375
23345,4282887.89375
23347,4466287.357031249
23369,5515792.4075
23398,7027382.07578125
23445,9095506.9309375
25594,5564723.6470312495
25832,4596594.163125
25843,5492434.474375
25861,6928829.1375
25864,6956667.946484375
25866,7055922.253125
25870,7283392.48828125
25874,7235216.323828124
25876,7299841.6003125
28061,5531016.005468749
28378,7229208.10546875
28380,9098334.940859376
28487,4117950.518125
28842,9116061.720546875
28849,5539960.3984375
29541,9150204.7103125
29545,4188593.5678125005
30251,7131084.0621875
30267,7016605.47375
30687,4365448.713125
30954,4221887.948437501
31230,7355761.87875
31882,4594258.11734375
31893,5682017.91890625
32799,4211883.93390625
32800,4468728.489843749
33155,4580398.046875
33167,4392405.09875
23341,4873124.8125
29349,5705377.0
30567,5880240.62828125
30624,8158767.1653125
23344,5998308.979687501
23346,4318610.1117968755
28205,7483208.04
31228,4346220.5
23348,4660577.578125
23381,6031646.2265625
23391,6541419.99375
23407,7582776.7625
23432,8984415.765625
25847,6133827.253125
25851,5911542.75625
25858,6184133.125
25877,7518390.509374999
25885,8410417.44140625
25890,8818099.882031249
25905,9178407.6640625
27862,4677819.1875
28488,4745384.15625
28857,7664155.056249999
29112,9321613.7421875
29113,8897844.678906249
29547,4722139.265625
29550,6059901.875
31237,6143047.4015625
23349,5001714.184375
25829,4603487.34375
26880,7089328.7171875
29546,4344377.1875
29548,4380053.484375
30312,4317115.875
31279,4603487.34375
23352,4986491.0171875
25793,3664543.3671875
31858,3675263.2671875
23354,6178469.5125
23379,6709849.746875
23388,7866064.6875
23390,7821261.2671875
23393,8101160.175000001
23411,8785402.237499999
23412,9242877.600000001
23420,10239518.559375
23429,10319523.100000001
23431,11856169.0078125
23435,11412045.4265625
25827,5620986.71875
25831,5949759.28125
25840,6238452.8640625
25844,6623204.25
25855,7980153.015625
25856,8043848.5
25869,8880010.331249999
25888,10020730.53125
25892,11333802.975
25899,11905064.85
23357,130005000.0
31300,57499191.375
31301,57499191.375
23359,4671724.78125
23430,7866814.2
23450,9091537.2375
25853,6515364.425
25880,7382252.515625
25881,7322909.1796875
23372,6527888.4375
23378,5927100.83125
23404,7566039.8125
23406,7443664.384374999
23433,8985409.89453125
25807,9127248.35859375
25826,4689186.609375
25846,6040638.28125
25850,6126151.5046875
25860,6725627.7046875
25893,8619054.82578125
28373,6032722.2328125
29036,5880487.553125
29108,6771108.909375001
29109,7565953.325
29114,9330392.25
30568,6023013.0609375
30946,6002437.325
30961,7609297.635937501
30963,8383790.1171875
31239,6776582.8265625
31241,8907013.76328125
31880,4679001.703125
32827,7523099.925000001
33168,4686530.90625
33181,7451183.585156251
23380,5680676.065625
23383,5905690.678125
23415,7735398.059375
23418,7834438.631250001
25878,7581170.0671875
25887,8386750.562500001
25891,8865093.549999999
25900,9374453.6921875
27875,9356242.153125
29039,7552312.221875
31243,8781344.799999999
23384,12766150.40625
23392,7310597.765625
23397,7426897.515625
23462,10816316.649999999
23467,12771434.518749999
25857,7364348.25
28381,13360955.84375
28843,8724545.8125
29095,9119306.3671875
29555,7929011.456250001
30558,10940740.875
30958,6581994.546875
31227,10181773.59375
32360,7212098.99375
32362,7233109.40625
32364,7325448.421875
23395,5800441.2
23405,5941314.253125
23419,8392764.19921875
23426,7835447.33125
23436,8924421.475
25879,6339155.329687499
28490,5939993.806249999
23413,7239597.83125
25910,8966277.721874999
23416,33488767.96875
24609,29836653.137500003
